Symbol,Close
AAL,30.185787077261978
AAPL,53.89885484473383
ABC,88.84816839515803
ADBE,207.179604790654
AMD,28.2596120128992
AMZN,65.77992711814981
BLK,437.34585540551325
EA,80.92805320038784
EQIX,410.5775555538783
F,12.449593005376949
GD,149.76272734023965
GPN,93.83086717570939
GS,210.1808901063142
HCA,101.39927344215671
HSY,114.51082923019018
IBM,149.90463510429439
JPM,88.00578700744107
MO,49.620155901585555
MU,35.97966923548175
T,25.526337125425854
